player_id,player_name,first_name,last_name,birth_date,school,country,height_inches,weight_lbs,position,draft_year,draft_round,draft_number,from_year,to_year
1629743,Donta Hall,Donta,Hall,1997-08-07,Alabama,USA,82.0,230.0,C,-1.0,-1.0,-1.0,2019.0,2020.0
2764,Donta Smith,Donta,Smith,1983-11-27,Southeastern Illinois,USA,79.0,215.0,G,2004.0,2.0,34.0,2004.0,2005.0
42572,Donta Smith,Donta,Smith,1983-11-27,,,,,,-1.0,-1.0,-1.0,2013.0,2013.0
56092,Donta Smith,Donta,Smith,,,,,,,,,,,
963,Dontae' Jones,Dontae',Jones,1975-06-02,Mississippi State,USA,80.0,220.0,F,1996.0,1.0,21.0,1997.0,1997.0
202069,Dontaye Draper,Dontaye,Draper,,,,,,,,,,,
56046,Dontaye Draper,Dontaye,Draper,,,,,,,,,,,
1628978,Donte DiVincenzo,Donte,DiVincenzo,1997-01-31,Villanova,USA,76.0,203.0,G,2018.0,1.0,17.0,2018.0,
1629055,Donte Grantham,Donte,Grantham,1995-03-19,Clemson,USA,80.0,215.0,F,2018.0,,,2018.0,2018.0
201590,Donte Greene,Donte,Greene,1988-02-21,Syracuse,USA,83.0,226.0,F,2008.0,1.0,28.0,2008.0,2012.0
200971,Dontell Jefferson,Dontell,Jefferson,1983-12-15,Arkansas,USA,77.0,195.0,G,-1.0,-1.0,-1.0,2008.0,2008.0
112,Dontonio Wingfield,Dontonio,Wingfield,1974-06-23,Cincinnati,USA,80.0,256.0,F,1994.0,2.0,37.0,1994.0,1997.0
923,Donyell Marshall,Donyell,Marshall,1973-05-18,Connecticut,USA,81.0,245.0,F,1994.0,1.0,4.0,1994.0,2008.0
1629078,Doral Moore,Doral,Moore,,,,,,,,,,,
2748,Dorell Wright,Dorell,Wright,1985-12-02,South Kent HS (CT),USA,81.0,205.0,GF,2004.0,1.0,19.0,2004.0,2015.0
1627827,Dorian Finney-Smith,Dorian,Finney-Smith,1993-05-04,Florida,USA,79.0,220.0,F,-1.0,-1.0,-1.0,2016.0,
77676,Dorie Murrey,Dorie,Murrey,1943-09-07,Detroit,USA,80.0,215.0,F,1966.0,2.0,12.0,1966.0,1971.0
203117,Doron Lamb,Doron,Lamb,1991-11-06,Kentucky,USA,76.0,200.0,G,2012.0,2.0,42.0,2012.0,2013.0
41625,Doron Perkins,Doron,Perkins,,,,,,,,,,,
76521,Double D Davis,Double D,Davis,1949-10-11,Houston,USA,80.0,220.0,F,1972.0,1.0,3.0,1972.0,1976.0
76197,Doug Bolstorff,Doug,Bolstorff,1931-10-29,Minnesota,USA,76.0,195.0,G,1957.0,8.0,57.0,1957.0,1957.0
57,Doug Christie,Doug,Christie,1970-05-09,Pepperdine,USA,78.0,205.0,GF,1992.0,1.0,17.0,1992.0,2006.0
76421,Doug Collins,Doug,Collins,1951-07-28,Illinois State,USA,78.0,180.0,G,1973.0,1.0,1.0,1973.0,1980.0
346,Doug Edwards,Doug,Edwards,1971-01-21,Florida State,USA,79.0,235.0,F,1993.0,1.0,15.0,1993.0,1995.0
77039,Doug Holcomb,Doug,Holcomb,1925-02-09,Wisconsin,USA,76.0,200.0,F,-1.0,-1.0,-1.0,1948.0,1948.0
77279,Doug Kistler,Doug,Kistler,1938-03-21,Duke,USA,81.0,210.0,F,1961.0,3.0,26.0,1961.0,1961.0
77358,Doug Lee,Doug,Lee,1964-10-24,Purdue,USA,77.0,200.0,G,1987.0,2.0,35.0,1991.0,1994.0
203926,Doug McDermott,Doug,McDermott,1992-01-03,Creighton,USA,79.0,225.0,F,2014.0,1.0,11.0,2014.0,
77,Doug Overton,Doug,Overton,1969-08-03,La Salle,USA,75.0,190.0,G,1991.0,2.0,40.0,1992.0,2003.0
78021,Doug Roth,Doug,Roth,1967-08-24,Tennessee,USA,83.0,255.0,F,1989.0,2.0,41.0,1989.0,1989.0
78159,Doug Sims,Doug,Sims,1943-06-29,Kent State,USA,79.0,195.0,F,-1.0,-1.0,-1.0,1968.0,1968.0
475,Doug Smith,Doug,Smith,1969-09-17,Missouri,USA,82.0,220.0,F,1991.0,1.0,6.0,1991.0,1995.0
201230,Doug Thomas,Doug,Thomas,,,,,,,,,,,
28,Doug West,Doug,West,1967-05-27,Villanova,USA,78.0,220.0,G,1989.0,2.0,38.0,1989.0,2000.0
77803,Doyle Parrack,Doyle,Parrack,1921-12-06,Oklahoma State,USA,72.0,165.0,F,-1.0,-1.0,-1.0,1946.0,1946.0
1627733,Dragan Bender,Dragan,Bender,1997-11-17,Maccabi Tel Aviv,Croatia,84.0,249.0,F,2016.0,1.0,4.0,2016.0,2019.0
1434,Dragan Tarlac,Dragan,Tarlac,1973-05-09,Olympiacos,Serbia,83.0,270.0,FC,1995.0,2.0,31.0,2000.0,2000.0
1631300,Drake Jeffries,Drake,Jeffries,1999-01-22,Wyoming,USA,,,,-1.0,-1.0,-1.0,,
1642962,Drake Powell,Drake,Powell,2005-09-08,North Carolina,USA,77.0,195.0,GF,2025.0,1.0,22.0,2025.0,
203110,Draymond Green,Draymond,Green,1990-03-04,Michigan State,USA,78.0,230.0,F,2012.0,2.0,35.0,2012.0,
77845,Drazen Petrovic,Drazen,Petrovic,1964-10-22,Real Madrid,Croatia,77.0,195.0,G,1986.0,3.0,60.0,1989.0,1992.0
1003,Drew Barry,Drew,Barry,1973-02-17,Georgia Tech,USA,77.0,191.0,G,1996.0,2.0,57.0,1997.0,1999.0
203990,Drew Crawford,Drew,Crawford,,,,,,,,,,,
1629234,Drew Eubanks,Drew,Eubanks,1997-02-01,Oregon State,USA,82.0,245.0,FC,-1.0,-1.0,-1.0,2018.0,
2400,Drew Gooden,Drew,Gooden,1981-09-24,Kansas,USA,82.0,250.0,F,2002.0,1.0,4.0,2002.0,2015.0
204079,Drew Gordon,Drew,Gordon,1990-07-12,New Mexico,USA,81.0,245.0,FC,-1.0,-1.0,-1.0,2014.0,2014.0
202404,Drew Naymick,Drew,Naymick,,,,,,,,,,,
202957,Drew Neitzel,Drew,Neitzel,,,,,,,,,,,
581,Drew Nicholas,Drew,Nicholas,,,,,,,,,,,
1641809,Drew Peterson,Drew,Peterson,1999-11-09,USC,USA,80.0,205.0,F,-1.0,-1.0,-1.0,2023.0,
1631166,Drew Timme,Drew,Timme,2000-09-09,Gonzaga,USA,81.0,235.0,F,-1.0,-1.0,-1.0,2024.0,
1630696,Dru Smith,Dru,Smith,1997-12-30,Missouri,USA,74.0,203.0,G,-1.0,-1.0,-1.0,2022.0,
190,Duane Causwell,Duane,Causwell,1968-05-31,Temple,USA,84.0,255.0,C,1990.0,1.0,18.0,1990.0,2002.0
1030,Duane Cooper,Duane,Cooper,1969-06-25,Southern California,USA,73.0,185.0,G,1992.0,2.0,36.0,1992.0,1993.0
273,Duane Ferrell,Duane,Ferrell,1965-02-28,Georgia Tech,USA,79.0,215.0,F,-1.0,-1.0,-1.0,1988.0,1998.0
77285,Duane Klueh,Duane,Klueh,1926-01-06,Indiana State,USA,75.0,175.0,G,1949.0,8.0,,1949.0,1950.0
78464,Duane Washington,Duane,Washington,1964-08-31,Middle Tennessee State,USA,76.0,195.0,G,1987.0,2.0,36.0,1987.0,1992.0
1630613,Duane Washington Jr.,Duane,Washington Jr.,2000-03-24,Ohio State,Germany,74.0,197.0,G,-1.0,-1.0,-1.0,2021.0,2023.0
76231,Dudley Bradley,Dudley,Bradley,1957-03-19,North Carolina,USA,78.0,195.0,G,1979.0,1.0,13.0,1979.0,1988.0
1626251,Duje Dukan,Duje,Dukan,1991-12-04,Wisconsin,Croatia,81.0,220.0,F,-1.0,-1.0,-1.0,2015.0,2015.0
1629130,Duncan Robinson,Duncan,Robinson,1994-04-22,Michigan,USA,79.0,215.0,F,-1.0,-1.0,-1.0,2018.0,
1641871,Duop Reath,Duop,Reath,1996-06-26,Louisiana State,South Sudan,81.0,245.0,C,-1.0,-1.0,-1.0,2023.0,
1628677,Durand Scott,Durand,Scott,,,,,,,,,,,
202872,Durrell Summers,Durrell,Summers,,,,,,,,,,,
41204,Dusan Kecman,Dusan,Kecman,,,,,,,,,,,
1628605,Dusty Hannahs,Dusty,Hannahs,1993-09-02,Arkansas,USA,75.0,210.0,G,2017.0,,,2018.0,2019.0
1628407,Dwayne Bacon,Dwayne,Bacon,1995-08-30,Florida State,USA,78.0,221.0,GF,2017.0,2.0,40.0,2017.0,2020.0
196294583,Dwayne Bacon,Dwayne,Bacon,,,,,,F,,,,,
101204,Dwayne Jones,Dwayne,Jones,1983-06-09,St. Joseph's (PA),USA,83.0,248.0,FC,-1.0,-1.0,-1.0,2005.0,2012.0
77509,Dwayne McClain,Dwayne,McClain,1963-02-07,Villanova,USA,78.0,185.0,G,1985.0,2.0,27.0,1985.0,1985.0
132,Dwayne Morton,Dwayne,Morton,1971-08-10,Louisville,USA,79.0,195.0,G,1994.0,2.0,45.0,1994.0,1994.0
77866,Dwayne Polee,Dwayne,Polee,1963-03-02,Pepperdine,USA,77.0,180.0,F,1986.0,3.0,54.0,1986.0,1986.0
368,Dwayne Schintzius,Dwayne,Schintzius,1968-10-14,Florida,USA,86.0,285.0,C,1990.0,1.0,24.0,1990.0,1998.0
1630263,Dwayne Sutton,Dwayne,Sutton,,,USA,,,,-22.0,-22.0,-22.0,,
78465,Dwayne Washington,Dwayne,Washington,1964-01-06,Syracuse,USA,74.0,190.0,G,1986.0,1.0,13.0,1986.0,1988.0
730,Dwayne Whitfield,Dwayne,Whitfield,1972-08-21,Jackson State,USA,79.0,240.0,F,1995.0,2.0,40.0,1995.0,1995.0
76037,Dwight Anderson,Dwight,Anderson,1960-12-28,Southern California,USA,75.0,185.0,G,1982.0,2.0,41.0,1982.0,1982.0
202779,Dwight Buycks,Dwight,Buycks,1989-03-06,Marquette,USA,75.0,190.0,G,-1.0,-1.0,-1.0,2013.0,2017.0
2730,Dwight Howard,Dwight,Howard,1985-12-08,SW Atlanta Christian Academy (GA),USA,82.0,265.0,FC,2004.0,1.0,1.0,2004.0,2021.0
77182,Dwight Jones,Dwight,Jones,1952-02-27,Houston,USA,82.0,210.0,F,1973.0,1.0,9.0,1973.0,1982.0
77648,Dwight Morrison,Dwight,Morrison,1932-04-26,Idaho,USA,80.0,220.0,F,1954.0,2.0,14.0,1954.0,1957.0
203939,Dwight Powell,Dwight,Powell,1991-07-20,Stanford,Canada,82.0,240.0,FC,2014.0,2.0,45.0,2014.0,
78444,Dwight Waller,Dwight,Waller,1945-10-05,Tennessee State,USA,78.0,220.0,F,1968.0,10.0,131.0,1968.0,1968.0
2548,Dwyane Wade,Dwyane,Wade,1982-01-17,Marquette,USA,76.0,220.0,G,2003.0,1.0,5.0,2003.0,2018.0
1642928,Dylan Cardwell,Dylan,Cardwell,2001-12-16,Auburn,USA,82.0,255.0,C,-1.0,-1.0,-1.0,2025.0,
1642844,Dylan Harper,Dylan,Harper,2006-03-02,Rutgers,USA,77.0,215.0,G,2025.0,1.0,2.0,2025.0,
1629685,Dylan Windler,Dylan,Windler,1996-09-22,Belmont,USA,79.0,196.0,GF,2019.0,1.0,26.0,2019.0,2023.0
77720,Dyron Nix,Dyron,Nix,1967-02-11,Tennessee,USA,79.0,210.0,G,1989.0,2.0,29.0,1989.0,1989.0
1630700,Dyson Daniels,Dyson,Daniels,2003-03-17,NBA G League Ignite,Australia,79.0,199.0,G,2022.0,1.0,8.0,2021.0,
1629058,Dzanan Musa,Dzanan,Musa,1999-05-08,Cedevita,Bosnia and Herzegovina,81.0,217.0,GF,2018.0,1.0,29.0,2018.0,2019.0
196294544,Dzanan Musa,Dzanan,Musa,,,,,,F,,,,,
202734,E'Twaun Moore,E'Twaun,Moore,1989-02-25,Purdue,USA,75.0,191.0,G,2011.0,2.0,55.0,2011.0,2020.0
76413,E.C. Coleman,E.C.,Coleman,1950-09-25,Houston Baptist,USA,80.0,225.0,F,1973.0,3.0,51.0,1973.0,1978.0
1630604,E.J. Liddell,E.J.,Liddell,2000-12-18,Ohio State,USA,78.0,240.0,F,2022.0,2.0,41.0,2022.0,
203560,E.J. Singler,E.J.,Singler,,,,,,,,,,,
1630272,EJ Montgomery,EJ,Montgomery,1999-09-12,Kentucky,USA,,,,-1.0,-1.0,-1.0,,
1630601,EJ Onu,EJ,Onu,1999-07-31,Shawnee State,USA,,,,-1.0,-1.0,-1.0,,
2853,Earl Barron,Earl,Barron,1981-08-14,Memphis,USA,84.0,250.0,FC,-1.0,-1.0,-1.0,2005.0,2014.0
1863,Earl Boykins,Earl,Boykins,1976-06-02,Eastern Michigan,USA,65.0,133.0,G,-1.0,-1.0,-1.0,1998.0,2011.0
201947,Earl Clark,Earl,Clark,1988-01-17,Louisville,USA,82.0,234.0,F,2009.0,1.0,14.0,2009.0,2014.0
940,Earl Cureton,Earl,Cureton,1957-09-03,Detroit,USA,81.0,210.0,F,1979.0,3.0,58.0,1980.0,1996.0
76580,Earl Dodd,Earl,Dodd,1924-11-01,Truman State,USA,77.0,175.0,F,1949.0,5.0,,1949.0,1949.0
76685,Earl Evans,Earl,Evans,1955-11-11,UNLV,USA,80.0,202.0,F,1978.0,8.0,157.0,1979.0,1979.0
76778,Earl Gardner,Earl,Gardner,1923-09-18,DePauw,USA,75.0,195.0,F,1948.0,,,1948.0,1948.0
77183,Earl Jones,Earl,Jones,1961-01-13,District of Columbia,USA,84.0,210.0,C,1984.0,1.0,23.0,1984.0,1985.0
77394,Earl Lloyd,Earl,Lloyd,1928-04-03,West Virginia State,USA,78.0,200.0,F,1950.0,9.0,,1950.0,1959.0
600006,Earl Monroe,Earl,Monroe,1944-11-21,Winston-Salem State,USA,75.0,185.0,G,1967.0,1.0,2.0,1967.0,1979.0
78123,Earl Shannon,Earl,Shannon,1921-11-23,Rhode Island,USA,71.0,170.0,G,-1.0,-1.0,-1.0,1946.0,1948.0
78294,Earl Tatum,Earl,Tatum,1953-07-26,Marquette,USA,76.0,185.0,G,1976.0,2.0,21.0,1976.0,1979.0
2248,Earl Watson,Earl,Watson,1979-06-12,UCLA,USA,73.0,199.0,G,2001.0,2.0,39.0,2001.0,2013.0
78546,Earl Williams,Earl,Williams,1951-03-24,Winston-Salem State,USA,79.0,230.0,C,1974.0,3.0,49.0,1974.0,1978.0
76117,Ed Bartels,Ed,Bartels,1925-10-08,North Carolina State,USA,78.0,195.0,F,-1.0,-1.0,-1.0,1949.0,1950.0
76129,Ed Beach,Ed,Beach,1929-01-25,West Virginia,USA,75.0,200.0,F,1950.0,5.0,,1950.0,1950.0
76163,Ed Biedenbach,Ed,Biedenbach,1945-08-12,North Carolina State,USA,73.0,175.0,G,1968.0,4.0,45.0,1968.0,1968.0
76314,Ed Burton,Ed,Burton,1939-08-13,Michigan State,USA,78.0,225.0,F,-1.0,-1.0,-1.0,1961.0,1964.0
76429,Ed Conlin,Ed,Conlin,1933-09-02,Fordham,USA,78.0,200.0,F,1955.0,1.0,5.0,1955.0,1961.0
76496,Ed Dahler,Ed,Dahler,1926-01-31,Duquesne,USA,77.0,190.0,F,1950.0,2.0,,1951.0,1951.0
202334,Ed Davis,Ed,Davis,1989-06-05,North Carolina,USA,81.0,218.0,FC,2010.0,1.0,13.0,2010.0,2021.0
76630,Ed Earle,Ed,Earle,1927-04-28,Loyola-Chicago,USA,75.0,190.0,F,-1.0,-1.0,-1.0,1953.0,1953.0
76723,Ed Fleming,Ed,Fleming,1933-07-25,Niagara,USA,75.0,189.0,G,1955.0,3.0,16.0,1955.0,1959.0
76797,Ed Gayda,Ed,Gayda,1927-05-11,Washington State,USA,76.0,210.0,G,1950.0,2.0,,1950.0,1950.0
1516,Ed Gray,Ed,Gray,1975-09-27,California,USA,75.0,210.0,G,1997.0,1.0,22.0,1997.0,1998.0
77060,Ed Horton,Ed,Horton,1967-12-17,Iowa,USA,80.0,230.0,C,1989.0,2.0,39.0,1989.0,1989.0
77219,Ed Kalafat,Ed,Kalafat,1932-10-13,Minnesota,USA,78.0,245.0,C,1954.0,1.0,9.0,1954.0,1956.0
77225,Ed Kasid,Ed,Kasid,1923-08-13,Minneapolis Vocational HS (MN),USA,71.0,185.0,G,-1.0,-1.0,-1.0,1946.0,1946.0
77348,Ed Lawrence,Ed,Lawrence,1952-12-08,McNeese State,USA,83.0,228.0,C,1976.0,5.0,84.0,1980.0,1980.0
77366,Ed Leede,Ed,Leede,1927-07-17,Dartmouth,USA,75.0,185.0,G,1949.0,3.0,-22.0,1949.0,1950.0
77429,Ed Macauley,Ed,Macauley,1928-03-22,St. Louis,USA,80.0,185.0,C,1949.0,,,1949.0,1958.0
77454,Ed Manning,Ed,Manning,1944-01-02,Jackson State,USA,79.0,210.0,F,1967.0,8.0,80.0,1967.0,1970.0
77577,Ed Melvin,Ed,Melvin,1916-02-13,Duquesne,USA,69.0,170.0,F,-1.0,-1.0,-1.0,1946.0,1946.0
77590,Ed Mikan,Ed,Mikan,1925-10-20,DePaul,USA,80.0,230.0,C,1948.0,1.0,5.0,1948.0,1953.0
77697,Ed Nealy,Ed,Nealy,1960-02-19,Kansas State,USA,79.0,238.0,F,1982.0,8.0,166.0,1982.0,1992.0
709,Ed O'Bannon,Ed,O'Bannon,1972-08-14,UCLA,USA,80.0,222.0,F,1995.0,1.0,9.0,1995.0,1996.0
77741,Ed O'Bannon,Ed,O'Bannon,,,,,,,,,,,
77841,Ed Peterson,Ed,Peterson,1924-06-27,Cornell,USA,81.0,220.0,C,1948.0,,,1949.0,1950.0
291,Ed Pinckney,Ed,Pinckney,1963-03-27,Villanova,USA,81.0,240.0,F,1985.0,1.0,10.0,1985.0,1996.0
77904,Ed Rains,Ed,Rains,1956-12-24,South Alabama,USA,79.0,190.0,F,1981.0,2.0,30.0,1981.0,1982.0
77914,Ed Ratleff,Ed,Ratleff,1950-03-29,Long Beach State,USA,78.0,195.0,G,1973.0,1.0,6.0,1973.0,1977.0
78050,Ed Sadowski,Ed,Sadowski,1917-07-11,Seton Hall,USA,77.0,240.0,C,-1.0,-1.0,-1.0,1946.0,1949.0
78105,Ed Searcy,Ed,Searcy,1952-04-17,St. John's (NY),USA,78.0,210.0,F,1974.0,5.0,82.0,1975.0,1975.0
78187,Ed Smith,Ed,Smith,1929-07-05,Harvard,USA,78.0,180.0,F,1951.0,1.0,6.0,1953.0,1953.0
78240,Ed Stanczak,Ed,Stanczak,1921-08-15,Central HS (IN),USA,73.0,185.0,F,-1.0,-1.0,-1.0,1949.0,1950.0
1055,Ed Stokes,Ed,Stokes,1971-09-03,Arizona,USA,84.0,264.0,C,1993.0,2.0,35.0,1997.0,1997.0
101188,Eddie Basden,Eddie,Basden,1983-02-15,North Carolina-Charlotte,USA,77.0,215.0,G,-1.0,-1.0,-1.0,2005.0,2005.0
76649,Eddie Ehlers,Eddie,Ehlers,1923-03-10,Purdue,USA,75.0,198.0,G,1947.0,1.0,3.0,1947.0,1948.0
2109,Eddie Gill,Eddie,Gill,1978-08-16,Weber State,USA,72.0,190.0,G,-1.0,-1.0,-1.0,2000.0,2008.0
2204,Eddie Griffin,Eddie,Griffin,1982-05-30,Seton Hall,USA,81.0,222.0,F,2001.0,1.0,7.0,2001.0,2006.0
2067,Eddie House,Eddie,House,1978-05-14,Arizona State,USA,73.0,190.0,G,2000.0,2.0,37.0,2000.0,2010.0
77077,Eddie Hughes,Eddie,Hughes,1960-05-26,Colorado State,USA,70.0,165.0,G,1982.0,7.0,140.0,1987.0,1989.0
698,Eddie Johnson,Eddie,Johnson,1959-05-01,Illinois,USA,79.0,215.0,F,1981.0,2.0,29.0,1981.0,1998.0
77144,Eddie Johnson,Eddie,Johnson,1955-02-24,Auburn,USA,74.0,180.0,G,1977.0,3.0,49.0,1977.0,1986.0
224,Eddie Jones,Eddie,Jones,1971-10-20,Temple,USA,78.0,200.0,GF,1994.0,1.0,10.0,1994.0,2007.0
77205,Eddie Jordan,Eddie,Jordan,1955-01-29,Rutgers,USA,73.0,170.0,G,1977.0,2.0,33.0,1977.0,1983.0
77483,Eddie Mast,Eddie,Mast,1948-10-03,Temple,USA,81.0,220.0,F,1969.0,3.0,40.0,1970.0,1972.0
77596,Eddie Miles,Eddie,Miles,1940-07-05,Seattle,USA,76.0,195.0,G,1963.0,1.0,4.0,1963.0,1971.0
77599,Eddie Miller,Eddie,Miller,1931-06-18,Syracuse,USA,80.0,225.0,F,1952.0,,,1952.0,1953.0
77782,Eddie Owens,Eddie,Owens,1953-12-26,UNLV,USA,79.0,210.0,F,1977.0,2.0,31.0,1977.0,1977.0
77854,Eddie Phillips,Eddie,Phillips,1961-09-29,Alabama,USA,79.0,225.0,F,1982.0,1.0,21.0,1982.0,1982.0
1944,Eddie Robinson,Eddie,Robinson,1976-04-19,Central Oklahoma,USA,81.0,210.0,F,-1.0,-1.0,-1.0,1999.0,2003.0
78534,Eddielee Wilkins,Eddielee,Wilkins,1962-05-07,Gardner-Webb,USA,82.0,220.0,C,1984.0,6.0,133.0,1984.0,1992.0
2201,Eddy Curry,Eddy,Curry,1982-12-05,Thornwood HS (IL),USA,84.0,295.0,C,2001.0,1.0,4.0,2001.0,2012.0
77184,Edgar Jones,Edgar,Jones,1956-06-17,Nevada,USA,82.0,225.0,F,1979.0,2.0,31.0,1980.0,1985.0
1626293,Edgar Sosa,Edgar,Sosa,,,,,,,,,,,
1628410,Edmond Sumner,Edmond,Sumner,1995-12-31,Xavier,USA,76.0,196.0,G,2017.0,2.0,52.0,2017.0,2022.0
78136,Edmund Sherod,Edmund,Sherod,1959-09-13,Virginia Commonwealth,USA,74.0,170.0,G,1981.0,4.0,72.0,1982.0,1982.0
2059,Eduardo Najera,Eduardo,Najera,1976-07-11,Oklahoma,Mexico,80.0,235.0,F,2000.0,2.0,38.0,2000.0,2011.0
76522,Edward Davis,Edward,Davis,1950-06-16,Duquesne,USA,79.0,195.0,F,1972.0,7.0,113.0,1972.0,1976.0
77217,Edwin Kachan,Edwin,Kachan,1925-09-15,DePaul,USA,74.0,175.0,G,1948.0,,,1948.0,1948.0
202775,Edwin Ubiles,Edwin,Ubiles,1986-11-26,Siena,Puerto Rico,78.0,204.0,GF,-1.0,-1.0,-1.0,2011.0,2011.0
204002,Edy Tavares,Edy,Tavares,1992-03-22,Gran Canaria,Cabo Verde,87.0,265.0,C,2014.0,2.0,43.0,2015.0,2016.0
40068,Efstratios Perperoglou,Efstratios,Perperoglou,,,,,,,,,,,
981,Efthimios Rentzias,Efthimios,Rentzias,1976-01-11,FC Barcelona,Greece,83.0,250.0,C,1996.0,1.0,23.0,2002.0,2002.0
1627865,Egidijus Mockevicius,Egidijus,Mockevicius,,,,,,,,,,,
1642856,Egor Demin,Egor,Demin,2006-03-03,Brigham Young,Russia,80.0,200.0,G,2025.0,1.0,8.0,2025.0,
196294531,Egor Demin,Egor,Demin,,,,,,,,,,,
196294581,Eidan Alber,Eidan,Alber,,,,,,,,,,,
1962937116,Ekpe Udoh,Ekpe,Udoh,1987-05-20,Baylor,USA,,,,-1.0,-1.0,-1.0,2015.0,2015.0
202327,Ekpe Udoh,Ekpe,Udoh,1987-05-20,Baylor,USA,82.0,245.0,FC,2010.0,1.0,6.0,2010.0,2018.0
922,Elden Campbell,Elden,Campbell,1968-07-23,Clemson,USA,84.0,279.0,FC,1990.0,1.0,27.0,1990.0,2004.0
76788,Eldo Garrett,Eldo,Garrett,1947-01-31,Southern Illinois,USA,75.0,185.0,G,1969.0,2.0,27.0,1969.0,1973.0
695,Eldridge Recasner,Eldridge,Recasner,1967-12-14,Washington,USA,76.0,192.0,G,1992.0,-22.0,-22.0,1994.0,2001.0
203901,Elfrid Payton,Elfrid,Payton,1994-02-22,Louisana-Lafayette,USA,75.0,195.0,G,2014.0,1.0,10.0,2014.0,2024.0
196294600,Elfrid Peyton,Elfrid,Peyton,,,,,,,,,,,
76127,Elgin Baylor,Elgin,Baylor,1934-09-16,Seattle,USA,77.0,225.0,F,1958.0,1.0,1.0,1958.0,1971.0
1627765,Elgin Cook,Elgin,Cook,,,,,,,,,,,
1642947,Eli John Ndiaye,Eli John,Ndiaye,2004-06-26,Real Madrid,Senegal,,,,-1.0,-1.0,-1.0,,
196294543,Eli John Ndiaye,Eli John,Ndiaye,,,,,,,,,,,
203548,Elias Harris,Elias,Harris,1989-07-06,Gonzaga,Germany,80.0,239.0,F,-1.0,-1.0,-1.0,2013.0,2013.0
1629059,Elie Okobo,Elie,Okobo,1997-10-23,Elan Bearnais,France,75.0,190.0,GF,2018.0,2.0,31.0,2018.0,2019.0
1629091,Elijah Bryant,Elijah,Bryant,1995-04-19,Brigham Young,USA,77.0,210.0,G,-1.0,-1.0,-1.0,2020.0,2020.0
1641989,Elijah Harkless,Elijah,Harkless,2000-02-03,UNLV,USA,75.0,195.0,G,-1.0,-1.0,-1.0,2024.0,
1630190,Elijah Hughes,Elijah,Hughes,1998-03-10,Syracuse,USA,77.0,215.0,G,2020.0,2.0,39.0,2020.0,2021.0
202407,Elijah Millsap,Elijah,Millsap,1987-08-12,Alabama-Birmingham,USA,79.0,215.0,GF,-1.0,-1.0,-1.0,2014.0,2016.0
1629136,Elijah Stewart,Elijah,Stewart,,,,,,,,,,,
1966938132,Elio Netto,Elio,Netto,,,,,,,,,,,
386,Elliot Perry,Elliot,Perry,1969-03-28,Memphis,USA,72.0,152.0,G,1991.0,2.0,37.0,1991.0,2001.0
202343,Elliot Williams,Elliot,Williams,1989-06-20,Memphis,USA,77.0,190.0,G,2010.0,1.0,22.0,2010.0,2015.0
196295495,Ellis Biggar,Ellis,Biggar,1995-01-01,,,,,,-1.0,-1.0,-1.0,,
76141,Elmer Behnke,Elmer,Behnke,1929-02-03,Bradley,USA,79.0,210.0,C,1951.0,4.0,37.0,1951.0,1951.0
1120,Elmer Bennett,Elmer,Bennett,1970-02-13,Notre Dame,USA,72.0,170.0,G,1992.0,2.0,38.0,1994.0,1996.0
76769,Elmer R. Gainer,Elmer R.,Gainer,1905-04-02,DePaul,USA,,,,1947.0,,,1947.0,1949.0
77642,Elmo Morgenthaler,Elmo,Morgenthaler,1922-08-03,New Mexico Tech,USA,81.0,230.0,C,-1.0,-1.0,-1.0,1946.0,1948.0
78188,Elmore Smith,Elmore,Smith,1949-05-09,Kentucky State,USA,85.0,250.0,C,1971.0,1.0,3.0,1971.0,1978.0
771,Elmore Spencer,Elmore,Spencer,1969-12-06,UNLV,USA,84.0,270.0,C,1992.0,1.0,25.0,1992.0,1996.0
78378,Elston Turner,Elston,Turner,1959-06-10,Mississippi,USA,77.0,190.0,G,1981.0,2.0,43.0,1981.0,1988.0
1882,Elton Brand,Elton,Brand,1979-03-11,Duke,USA,81.0,254.0,F,1999.0,1.0,1.0,1999.0,2015.0
200857,Elton Brown,Elton,Brown,,,,,,,,,,,
76979,Elvin Hayes,Elvin,Hayes,1945-11-17,Houston,USA,81.0,235.0,F,1968.0,1.0,1.0,1968.0,1983.0
552,Elyahu Elyahu,Elyahu,Elyahu,,,,,,,,,,,
1023,Emanual Davis,Emanual,Davis,1968-08-27,Delaware State,USA,77.0,195.0,G,-1.0,-1.0,-1.0,1996.0,2002.0
77351,Emanuel Leaks,Emanuel,Leaks,1945-11-27,Niagara,USA,80.0,225.0,C,1968.0,2.0,20.0,1972.0,1973.0
1641801,Emanuel Miller,Emanuel,Miller,2000-06-19,TCU,Canada,77.0,215.0,F,-1.0,-1.0,-1.0,2024.0,
1629150,Emanuel Terry,Emanuel,Terry,1996-08-21,Lincoln Memorial,USA,81.0,220.0,F,-1.0,-1.0,-1.0,2018.0,2021.0
2731,Emeka Okafor,Emeka,Okafor,1982-09-28,Connecticut,USA,82.0,255.0,C,2004.0,1.0,2.0,2004.0,2017.0
42545,Emir Preldzic,Emir,Preldzic,1900-01-01,,,,,,-1.0,-1.0,-1.0,2013.0,2013.0
